Division,Line,Station Name,Station Latitude,Station Longitude,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Route10,Route11,Entrance Type,Entry,Exit Only,Vending,Staffing,Staff Hours,ADA,ADA Notes,Free Crossover,North South Street,East West Street,Corner,Entrance Latitude,Entrance Longitude,Station Location,Entrance Location
BMT,4 Avenue,25th St,40.660397,-73.998091,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,4th Ave,25th St,SE,40.660323,-73.997952,"(40.660397, -73.998091)","(40.660323, -73.997952)"
BMT,4 Avenue,25th St,40.660397,-73.998091,R,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,4th Ave,25th St,SW,40.660489,-73.99822,"(40.660397, -73.998091)","(40.660489, -73.998220)"
BMT,4 Avenue,36th St,40.655144,-74.003549,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,36th St,NW,40.65449,-74.004499,"(40.655144, -74.003549)","(40.654490, -74.004499)"
BMT,4 Avenue,36th St,40.655144,-74.003549,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,36th St,NE,40.654365,-74.004113,"(40.655144, -74.003549)","(40.654365, -74.004113)"
BMT,4 Avenue,36th St,40.655144,-74.003549,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,36th St,NW,40.654676,-74.004306,"(40.655144, -74.003549)","(40.654676, -74.004306)"
BMT,4 Avenue,45th St,40.648939,-74.010006,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,45th St,NE,40.649389,-74.009333,"(40.648939, -74.010006)","(40.649389, -74.009333)"
BMT,4 Avenue,45th St,40.648939,-74.010006,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,45th St,NW,40.649424,-74.009728,"(40.648939, -74.010006)","(40.649424, -74.009728)"
BMT,4 Avenue,45th St,40.648939,-74.010006,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,45th St,NE,40.649265,-74.009457,"(40.648939, -74.010006)","(40.649265, -74.009457)"
BMT,4 Avenue,45th St,40.648939,-74.010006,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,45th St,NW,40.649546,-74.009602,"(40.648939, -74.010006)","(40.649546, -74.009602)"
BMT,4 Avenue,53rd St,40.645069,-74.014034,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,53rd St,SW,40.644653,-74.01469,"(40.645069, -74.014034)","(40.644653, -74.014690)"
BMT,4 Avenue,53rd St,40.645069,-74.014034,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,53rd St,SE,40.644493,-74.014419,"(40.645069, -74.014034)","(40.644493, -74.014419)"
BMT,4 Avenue,53rd St,40.645069,-74.014034,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,53rd St,SW,40.644756,-74.014586,"(40.645069, -74.014034)","(40.644756, -74.014586)"
BMT,4 Avenue,53rd St,40.645069,-74.014034,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,53rd St,SE,40.644601,-74.014309,"(40.645069, -74.014034)","(40.644601, -74.014309)"
BMT,4 Avenue,53rd St,40.645069,-74.014034,R,,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,TRUE,4th Ave,52nd St,NW,40.645619,-74.013688,"(40.645069, -74.014034)","(40.645619, -74.013688)"
BMT,4 Avenue,59th St,40.641362,-74.017881,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,59th St,NW,40.641606,-74.017897,"(40.641362, -74.017881)","(40.641606, -74.017897)"
BMT,4 Avenue,59th St,40.641362,-74.017881,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,59th St,NE,40.641435,-74.017561,"(40.641362, -74.017881)","(40.641435, -74.017561)"
BMT,4 Avenue,59th St,40.641362,-74.017881,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,59th St,NW,40.641778,-74.017722,"(40.641362, -74.017881)","(40.641778, -74.017722)"
BMT,4 Avenue,59th St,40.641362,-74.017881,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,59th St,NE,40.641633,-74.017362,"(40.641362, -74.017881)","(40.641633, -74.017362)"
BMT,4 Avenue,59th St,40.641362,-74.017881,N,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,4th Ave,60th St,SW,40.640682,-74.018857,"(40.641362, -74.017881)","(40.640682, -74.018857)"
BMT,4 Avenue,59th St,40.641362,-74.017881,N,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,4th Ave,60th St,SE,40.640501,-74.018531,"(40.641362, -74.017881)","(40.640501, -74.018531)"
BMT,4 Avenue,77th St,40.629742,-74.02551,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,77th St,NW,40.62955,-74.025731,"(40.629742, -74.02551)","(40.629550, -74.025731)"
BMT,4 Avenue,77th St,40.629742,-74.02551,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,77th St,NE,40.629503,-74.025452,"(40.629742, -74.02551)","(40.629503, -74.025452)"
BMT,4 Avenue,77th St,40.629742,-74.02551,R,,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,TRUE,4th Ave,76th St,NW,40.630221,-74.025459,"(40.629742, -74.02551)","(40.630221, -74.025459)"
BMT,4 Avenue,86th St,40.622687,-74.028398,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,86th St,SW,40.622656,-74.028547,"(40.622687, -74.028398)","(40.622656, -74.028547)"
BMT,4 Avenue,86th St,40.622687,-74.028398,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,86th St,SE,40.622583,-74.028315,"(40.622687, -74.028398)","(40.622583, -74.028315)"
BMT,4 Avenue,86th St,40.622687,-74.028398,R,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,4th Ave,85th St,SW,40.623498,-74.028204,"(40.622687, -74.028398)","(40.623498, -74.028204)"
BMT,4 Avenue,95th St,40.616622,-74.030876,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,95th St,SW,40.616021,-74.031383,"(40.616622, -74.030876)","(40.616021, -74.031383)"
BMT,4 Avenue,95th St,40.616622,-74.030876,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,5th Ave,95th St,NE,40.615893,-74.03086,"(40.616622, -74.030876)","(40.615893, -74.030860)"
BMT,4 Avenue,95th St,40.616622,-74.030876,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,95th St,NW,40.616189,-74.031234,"(40.616622, -74.030876)","(40.616189, -74.031234)"
BMT,4 Avenue,95th St,40.616622,-74.030876,R,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,4th Ave,93th St,SW,40.617587,-74.030696,"(40.616622, -74.030876)","(40.617587, -74.030696)"
BMT,4 Avenue,95th St,40.616622,-74.030876,R,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,4th Ave,93th St,NE,40.617363,-74.030404,"(40.616622, -74.030876)","(40.617363, -74.030404)"
BMT,4 Avenue,9th St,40.670847,-73.988302,F,G,R,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,9th St,NE,40.670387,-73.98848,"(40.670847, -73.988302)","(40.670387, -73.988480)"
BMT,4 Avenue,9th St,40.670847,-73.988302,F,G,R,,,,,,,,,Stair,YES,,NO,NONE,,FALSE,,TRUE,4th Ave,9th St,NW,40.670538,-73.988778,"(40.670847, -73.988302)","(40.670538, -73.988778)"
BMT,4 Avenue,Atlantic Av-Barclays Ctr,40.683666,-73.97881,B,Q,D,N,R,2,3,4,5,,,Elevator,YES,,YES,FULL,,TRUE,,TRUE,4th Ave,Pacific St,NE,40.683805,-73.978487,"(40.683666, -73.97881)","(40.683805, -73.978487)"
BMT,4 Avenue,Bay Ridge Av,40.634967,-74.023377,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,Bay Ridge Ave,NW,40.634827,-74.02358,"(40.634967, -74.023377)","(40.634827, -74.023580)"
BMT,4 Avenue,Bay Ridge Av,40.634967,-74.023377,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,4th Ave,Bay Ridge Ave,NE,40.634768,-74.023339,"(40.634967, -74.023377)","(40.634768, -74.023339)"
BMT,4 Avenue,Bay Ridge Av,40.634967,-74.023377,R,,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,TRUE,4th Ave,68th St,NW,40.635468,-74.023313,"(40.634967, -74.023377)","(40.635468, -74.023313)"
BMT,4 Avenue,DeKalb Av,40.690635,-73.981824,B,Q,R,,,,,,,,,Elevator,YES,,YES,FULL,,TRUE,,TRUE,Flatbush Ave,De Kalb Ave,SE,40.689804,-73.981164,"(40.690635, -73.981824)","(40.689804, -73.981164)"
BMT,4 Avenue,DeKalb Av,40.690635,-73.981824,B,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Flatbush Ave,De Kalb Ave,SW,40.68981,-73.981651,"(40.690635, -73.981824)","(40.689810, -73.981651)"
BMT,4 Avenue,DeKalb Av,40.690635,-73.981824,B,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Flatbush Ave,De Kalb Ave,SE,40.689817,-73.981082,"(40.690635, -73.981824)","(40.689817, -73.981082)"
BMT,4 Avenue,DeKalb Av,40.690635,-73.981824,B,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Flatbush Ave,De Kalb Ave,SE,40.68974,-73.981156,"(40.690635, -73.981824)","(40.689740, -73.981156)"
BMT,4 Avenue,DeKalb Av,40.690635,-73.981824,B,Q,R,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,Flatbush Ave,Fleet St,NW,40.69154,-73.982565,"(40.690635, -73.981824)","(40.691540, -73.982565)"
BMT,4 Avenue,DeKalb Av,40.690635,-73.981824,B,Q,R,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Flatbush Ave,Fleet St,NE,40.691562,-73.982048,"(40.690635, -73.981824)","(40.691562, -73.982048)"
BMT,4 Avenue,Pacific St,40.683666,-73.97881,B,Q,D,N,R,2,3,4,5,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,4th Ave,Pacific St,NW,40.683905,-73.978879,"(40.683666, -73.97881)","(40.683905, -73.978879)"
BMT,4 Avenue,Pacific St,40.683666,-73.97881,B,Q,D,N,R,2,3,4,5,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,4th Ave,Pacific St,NE,40.683928,-73.978412,"(40.683666, -73.97881)","(40.683928, -73.978412)"
BMT,4 Avenue,Prospect Av,40.665414,-73.992872,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,4th Ave,Prospect Ave,NE,40.665299,-73.992729,"(40.665414, -73.992872)","(40.665299, -73.992729)"
BMT,4 Avenue,Prospect Av,40.665414,-73.992872,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,4th Ave,Prospect Ave,SW,40.665058,-73.993002,"(40.665414, -73.992872)","(40.665058, -73.993002)"
BMT,4 Avenue,Prospect Av,40.665414,-73.992872,R,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,4th Ave,Prospect Ave,SE,40.665269,-73.993245,"(40.665414, -73.992872)","(40.665269, -73.993245)"
BMT,4 Avenue,Union St,40.677316,-73.98311,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,4th Ave,Union St,SE,40.677001,-73.983133,"(40.677316, -73.98311)","(40.677001, -73.983133)"
BMT,4 Avenue,Union St,40.677316,-73.98311,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,4th Ave,Union St,SW,40.677279,-73.983327,"(40.677316, -73.98311)","(40.677279, -73.983327)"
BMT,4 Avenue,Union St,40.677316,-73.98311,R,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,4th Ave,Union St,SE,40.677171,-73.98302,"(40.677316, -73.98311)","(40.677171, -73.983020)"
BMT,4 Avenue,Union St,40.677316,-73.98311,R,,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,4th Ave,Union St,SW,40.677135,-73.983416,"(40.677316, -73.98311)","(40.677135, -73.983416)"
IRT,42nd St Shuttle,Times Square,40.755983,-73.986229,A,C,E,N,Q,R,GS,1,2,3,7,Stair,YES,,YES,NONE,,FALSE,,TRUE,Broadway,43rd St,SW,40.756476,-73.986311,"(40.755983, -73.986229)","(40.756476, -73.986311)"
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Elevator,YES,,YES,FULL,,TRUE,,TRUE,,,,40.749615,-73.988159,"(40.749719, -73.987823)","(40.749615, -73.988159)"
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Broadway,34th St,SW,40.749845,-73.988254,"(40.749719, -73.987823)","(40.749845, -73.988254)"
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,FULL,,TRUE,,TRUE,Broadway,34th St,NW,40.750088,-73.988142,"(40.749719, -73.987823)","(40.750088, -73.988142)"
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Broadway,35th St,SW,40.750674,-73.988031,"(40.749719, -73.987823)","(40.750674, -73.988031)"
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,6th Ave,35th St,SE,40.750271,-73.987066,"(40.749719, -73.987823)","(40.750271, -73.987066)"
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Broadway,35th St,NW,40.75088,-73.988096,"(40.749719, -73.987823)","(40.750880, -73.988096)"
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,6th Ave,35th St,NW,40.750647,-73.987346,"(40.749719, -73.987823)","(40.750647, -73.987346)"
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,6th Ave,35th St,NE,40.750404,-73.986989,"(40.749719, -73.987823)","(40.750404, -73.986989)"
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Easement,YES,,YES,PART,6:35am-9:40pm everyday,TRUE,,TRUE,6th Ave,33rd St,SW,40.74895,-73.988623,"(40.749719, -73.987823)","(40.748950, -73.988623)"
IND,6 Avenue,34th St,40.749719,-73.987823,B,D,F,M,N,Q,R,,,,,Easement,YES,,YES,PART,6:35am-9:40pm everyday,TRUE,,TRUE,6th Ave,32nd St,NW,40.748746,-73.988774,"(40.749719, -73.987823)","(40.748746, -73.988774)"
IND,6 Avenue,Smith-9th St,40.67358,-73.995959,F,G,R,,,,,,,,,Door,YES,,YES,FULL,,FALSE,,TRUE,Smith St,9th St,NE,40.674725,-73.997505,"(40.67358, -73.995959)","(40.674725, -73.997505)"
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Easement,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,42nd St,NE,40.757286,-73.989582,"(40.757308, -73.989735)","(40.757286, -73.989582)"
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Easement,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,40th St,SW,40.755989,-73.991049,"(40.757308, -73.989735)","(40.755989, -73.991049)"
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,40th St,SE,40.755801,-73.990576,"(40.757308, -73.989735)","(40.755801, -73.990576)"
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,40th St,NW,40.756101,-73.990887,"(40.757308, -73.989735)","(40.756101, -73.990887)"
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,44th St,SW,40.758567,-73.989053,"(40.757308, -73.989735)","(40.758567, -73.989053)"
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,44th St,SE,40.758401,-73.988673,"(40.757308, -73.989735)","(40.758401, -73.988673)"
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,44th St,NW,40.758685,-73.98899,"(40.757308, -73.989735)","(40.758685, -73.988990)"
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,NO,,NO,NONE,,TRUE,,TRUE,8th Ave,43rd St,SW,40.757929,-73.989547,"(40.757308, -73.989735)","(40.757929, -73.989547)"
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,NO,,NO,NONE,,TRUE,,TRUE,8th Ave,42nd St,NW,40.757463,-73.989984,"(40.757308, -73.989735)","(40.757463, -73.989984)"
BMT,Brighton,Atlantic Av,40.68446,-73.97689,B,Q,D,N,R,2,3,4,5,,,Easement,YES,,YES,NONE,,TRUE,,TRUE,Ashland Pl,Hanson Pl,NE,40.685222,-73.977628,"(40.68446, -73.97689)","(40.685222, -73.977628)"
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,23rd St,SE,40.74108,-73.989083,"(40.741303, -73.989344)","(40.741080, -73.989083)"
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,23rd St,SE,40.741111,-73.98892,"(40.741303, -73.989344)","(40.741111, -73.988920)"
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,23rd St,NE,40.741378,-73.988895,"(40.741303, -73.989344)","(40.741378, -73.988895)"
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,23rd St,NE,40.741539,-73.988989,"(40.741303, -73.989344)","(40.741539, -73.988989)"
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,NO,NONE,,FALSE,,FALSE,Broadway,22nd St,NE,40.740643,-73.989217,"(40.741303, -73.989344)","(40.740643, -73.989217)"
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,5th Ave,22nd St,NE,40.741208,-73.989639,"(40.741303, -73.989344)","(40.741208, -73.989639)"
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Broadway,23rd St,NW,40.741913,-73.989428,"(40.741303, -73.989344)","(40.741913, -73.989428)"
BMT,Broadway,23rd St,40.741303,-73.989344,N,R,,,,,,,,,,Stair,NO,Yes,NO,NONE,,FALSE,,FALSE,Broadway,22nd St,NW,40.740758,-73.989632,"(40.741303, -73.989344)","(40.740758, -73.989632)"
BMT,Broadway,28th St,40.745494,-73.988691,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,28th St,SE,40.745089,-73.988472,"(40.745494, -73.988691)","(40.745089, -73.988472)"
BMT,Broadway,28th St,40.745494,-73.988691,N,R,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,28th St,NE,40.745299,-73.988579,"(40.745494, -73.988691)","(40.745299, -73.988579)"
BMT,Broadway,28th St,40.745494,-73.988691,N,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Broadway,28th St,SW,40.745281,-73.988923,"(40.745494, -73.988691)","(40.745281, -73.988923)"
BMT,Broadway,28th St,40.745494,-73.988691,N,R,,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,FALSE,Broadway,28th St,NW,40.745488,-73.98901,"(40.745494, -73.988691)","(40.745488, -73.989010)"
BMT,Broadway,34th St,40.749567,-73.98795,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,6th Ave,34th St,SE,40.74959,-73.98762,"(40.749567, -73.98795)","(40.749590, -73.987620)"
BMT,Broadway,34th St,40.749567,-73.98795,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,6th Ave,34th St,NE,40.749891,-73.987495,"(40.749567, -73.98795)","(40.749891, -73.987495)"
BMT,Broadway,34th St,40.749567,-73.98795,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Broadway,32nd St,NE,40.748294,-73.987976,"(40.749567, -73.98795)","(40.748294, -73.987976)"
BMT,Broadway,34th St,40.749567,-73.98795,B,D,F,M,N,Q,R,,,,,Stair,YES,,YES,NONE,,TRUE,,TRUE,Broadway,32nd St,NW,40.748477,-73.988288,"(40.749567, -73.98795)","(40.748477, -73.988288)"
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,Northbound Only,FALSE,7th Ave,49th St,SW,40.760486,-73.983974,"(40.759901, -73.984139)","(40.760486, -73.983974)"
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,Northbound Only,FALSE,7th Ave,49th St,NW,40.760621,-73.983904,"(40.759901, -73.984139)","(40.760621, -73.983904)"
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,Northbound Only,FALSE,7th Ave,49th St,NE,40.760454,-73.983388,"(40.759901, -73.984139)","(40.760454, -73.983388)"
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,Northbound Only,FALSE,7th Ave,47th St,SE,40.75903,-73.984412,"(40.759901, -73.984139)","(40.759030, -73.984412)"
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,Northbound Only,FALSE,Broadway,47th St,NE,40.759513,-73.984884,"(40.759901, -73.984139)","(40.759513, -73.984884)"
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,Northbound Only,FALSE,7th Ave,47th St,NW,40.759384,-73.984709,"(40.759901, -73.984139)","(40.759384, -73.984709)"
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,Northbound Only,FALSE,7th Ave,49th St,SE,40.760297,-73.983567,"(40.759901, -73.984139)","(40.760297, -73.983567)"
BMT,Broadway,57th St,40.764664,-73.980658,N,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,7th Ave,57th St,SW,40.765365,-73.980341,"(40.764664, -73.980658)","(40.765365, -73.980341)"
BMT,Broadway,57th St,40.764664,-73.980658,N,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,7th Ave,57th St,SE,40.765298,-73.980033,"(40.764664, -73.980658)","(40.765298, -73.980033)"
BMT,Broadway,57th St,40.764664,-73.980658,N,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,7th Ave,57th St,NW,40.765796,-73.980012,"(40.764664, -73.980658)","(40.765796, -73.980012)"
BMT,Broadway,57th St,40.764664,-73.980658,N,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,7th Ave,57th St,NE,40.765639,-73.979764,"(40.764664, -73.980658)","(40.765639, -73.979764)"
